price,brand,utility,weight,warranty,display_size,ppi,touch_screen,ram,ssd,graphic,core,hdmi,backlit_keyboard,battery_capacity,pixel_height,processor
33900.0,Lenovo,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,6.0,1,0,low,1080.0,Intel i3 12.0
66999.0,HP,Everyday Use,medium,1.0,medium,141,0,16,512,AMD,8.0,1,1,medium,1080.0,AMD 7 7.0
89990.0,Dell,Everyday Use,medium,1.0,large,138,0,16,512,Integrated,10.0,1,1,medium,1080.0,Intel i7 13.0
31990.0,Lenovo,Performance,medium,1.0,medium,147,0,8,512,AMD,4.0,1,0,low,1080.0,AMD 3 7.0
172990.0,Lenovo,Gaming,heavy,1.0,large,184,0,32,1024,NVIDIA,14.0,1,1,medium,1600.0,Intel i7 13.0
292990.0,MSI,Performance,medium,2.0,large,283,0,32,1024,NVIDIA,14.0,1,1,very_high,2400.0,Intel i9 13.0
47990.0,Acer,Gaming,heavy,1.0,medium,141,0,8,512,NVIDIA,8.0,1,1,medium,1080.0,Intel i5 12.0
66150.0,HP,Performance,medium,1.0,medium,141,0,16,512,Integrated,12.0,1,1,low,1080.0,Intel i5 13.0
131990.0,Asus,Gaming,heavy,1.0,medium,141,0,16,1024,NVIDIA,8.0,1,1,high,1080.0,AMD 9 7.0
179990.0,Asus,Gaming,heavy,1.0,large,189,0,16,1024,NVIDIA,24.0,1,1,high,1600.0,Intel i9 13.0
79990.0,Asus,Performance,medium,1.0,large,142,0,16,512,NVIDIA,8.0,1,1,high,1200.0,Intel i5 12.0
41490.0,HP,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,6.0,1,1,medium,1080.0,Intel i3 12.0
76990.0,MSI,Performance,heavy,2.0,medium,141,0,16,512,NVIDIA,8.0,1,1,medium,1080.0,Intel i5 12.0
79990.0,Asus,Performance,lite,1.0,small,162,0,16,512,NVIDIA,12.0,1,1,medium,1200.0,Intel i5 13.0
87990.0,Asus,Gaming,medium,1.0,large,283,0,16,512,NVIDIA,12.0,1,1,medium,1200.0,Intel i5 13.0
59519.0,Asus,Gaming,heavy,1.0,large,127,0,8,512,NVIDIA,6.0,1,1,medium,1080.0,Intel i5 11.0
61990.0,Asus,Gaming,heavy,1.0,medium,141,0,16,512,NVIDIA,6.0,1,1,medium,1080.0,Intel i5 11.0
54990.0,HP,Gaming,heavy,1.0,medium,137,0,8,512,NVIDIA,6.0,1,1,medium,1080.0,AMD 5 5.0
159990.0,Asus,Everyday Use,medium,1.0,large,236,0,16,1024,NVIDIA,14.0,1,1,very_high,2000.0,Intel i9 13.0
40990.0,Realme,Performance,lite,1.0,small,185,0,8,512,Integrated,4.0,0,1,low,1440.0,Intel i5 11.0
109990.0,HP,Gaming,heavy,1.0,medium,141,0,16,512,NVIDIA,14.0,1,1,high,1080.0,Intel i7 13.0
84000.0,Acer,Everyday Use,heavy,1.0,medium,141,0,16,512,NVIDIA,8.0,1,1,high,1080.0,AMD 7 7.0
64990.0,Asus,Performance,medium,1.0,medium,141,0,16,512,Integrated,12.0,1,1,medium,1080.0,Intel i5 13.0
24551.0,Lenovo,Everyday Use,medium,1.0,medium,141,0,8,256,Integrated,2.0,1,0,low,1080.0,Intel N4020 3.0
40990.0,Honor,Performance,medium,1.0,medium,141,0,16,512,AMD,6.0,1,1,high,1080.0,AMD 5 5.0
41490.0,HP,Performance,medium,1.0,medium,141,0,8,512,AMD,6.0,1,0,low,1080.0,AMD 5 5.0
45790.0,HP,Performance,medium,1.0,medium,141,0,8,512,AMD,4.0,1,0,low,1080.0,AMD 5 7.0
56990.0,HP,Gaming,heavy,1.0,medium,137,0,8,512,AMD,6.0,1,1,medium,1080.0,AMD 5 5.0
42990.0,HP,Performance,lite,1.0,small,157,0,8,512,Integrated,6.0,1,1,low,1080.0,Intel i3 12.0
429990.0,Asus,Gaming,heavy,1.0,large,283,0,32,2048,NVIDIA,16.0,1,1,very_high,2400.0,AMD 9 7.0
30990.0,Acer,Everyday Use,medium,1.0,medium,141,0,8,256,Integrated,8.0,1,0,low,1080.0,Intel N305 3.0
116990.0,MSI,Performance,heavy,2.0,medium,141,0,16,1024,NVIDIA,10.0,1,1,medium,1080.0,Intel i7 13.0
67990.0,HP,Gaming,heavy,1.0,medium,137,0,16,512,NVIDIA,8.0,1,1,medium,1080.0,Intel i5 12.0
89990.0,Samsung,Business,medium,1.0,medium,157,0,16,512,Integrated,10.0,1,1,medium,1080.0,Intel i7 13.0
76990.0,Samsung,Business,medium,1.0,medium,157,0,16,512,Integrated,10.0,1,1,medium,1080.0,Intel i5 13.0
42990.0,Asus,Performance,medium,1.0,medium,141,0,8,512,Integrated,10.0,1,1,medium,1080.0,Intel i3 12.0
154990.0,MSI,Performance,heavy,2.0,large,127,0,16,1024,NVIDIA,14.0,1,1,very_high,1080.0,Intel i7 13.0
281990.0,Samsung,Business,medium,1.0,large,157,0,32,1024,NVIDIA,14.0,1,1,very_high,1800.0,Intel i9 13.0
46990.0,Lenovo,Performance,medium,1.0,medium,157,0,16,512,AMD,6.0,1,1,high,1080.0,AMD 5 5.0
163990.0,Samsung,Everyday Use,medium,1.0,large,212,1,16,512,Integrated,12.0,1,1,very_high,1800.0,Intel i7 13.0
138990.0,Samsung,Everyday Use,lite,1.0,medium,141,1,16,1024,Integrated,12.0,1,1,high,1080.0,Intel i7 13.0
109990.0,Samsung,Everyday Use,lite,1.0,small,166,1,16,512,Integrated,10.0,1,1,high,1080.0,Intel i7 13.0
34000.0,Asus,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,2.0,1,1,low,1080.0,Intel i3 11.0
12990.0,Primebook,Everyday Use,lite,1.0,small,135,0,4,0,Integrated,8.0,0,0,low,768.0,Mediatek MTK8788 1.0
56490.0,HP,Gaming,heavy,1.0,medium,137,0,8,512,AMD,6.0,1,1,medium,1080.0,AMD 5 5.0
67990.0,HP,Business,medium,1.0,medium,141,0,16,512,Integrated,12.0,1,1,low,1080.0,Intel i5 12.0
199900.0,Apple,Performance,medium,1.0,medium,254,0,16,512,Integrated,10.0,1,1,high,1964.0,Apple M2 2.0
84844.0,HP,Performance,lite,1.0,small,255,1,16,512,Integrated,10.0,0,1,high,1200.0,Intel i5 12.0
69000.0,Acer,Everyday Use,heavy,1.0,medium,141,0,16,512,NVIDIA,12.0,1,1,medium,1080.0,Intel i5 12.0
65439.0,HP,Performance,lite,1.0,small,141,0,16,512,Integrated,10.0,1,1,low,1080.0,Intel i5 12.0
59990.0,Lenovo,Everyday Use,lite,3.0,small,157,0,8,512,Integrated,10.0,1,1,low,1080.0,Intel i5 12.0
67990.0,Lenovo,Business,medium,1.0,small,157,0,8,512,Integrated,10.0,1,1,medium,1080.0,Intel i5 12.0
54990.0,Dell,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,10.0,1,0,low,1080.0,Intel i5 12.0
62990.0,Asus,Performance,lite,1.0,small,157,1,16,512,Integrated,12.0,1,1,low,1080.0,Intel i5 12.0
86800.0,MSI,Performance,heavy,2.0,large,191,0,16,1024,NVIDIA,14.0,1,1,medium,1660.0,Intel i7 12.0
16990.0,Asus,Performance,lite,1.0,small,135,0,4,0,Integrated,2.0,0,1,medium,768.0,Intel N4020 3.0
86990.0,Asus,Everyday Use,medium,1.0,medium,141,0,16,512,NVIDIA,8.0,1,1,medium,1080.0,Intel i5 12.0
23990.0,Acer,Everyday Use,lite,1.0,small,112,0,8,256,AMD,2.0,1,0,medium,768.0,AMD 3 3.0
79990.0,Asus,Everyday Use,medium,1.0,medium,141,0,16,512,NVIDIA,8.0,1,1,medium,1080.0,Intel i5 12.0
179990.0,Asus,Performance,heavy,1.0,large,283,0,16,1024,NVIDIA,14.0,1,1,very_high,2400.0,Intel i7 12.0
104990.0,Asus,Gaming,heavy,1.0,medium,141,0,16,1024,NVIDIA,8.0,1,1,high,1080.0,AMD 7 6.0
55990.0,HP,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,10.0,1,1,medium,1080.0,Intel i5 12.0
41990.0,HP,Performance,medium,1.0,medium,141,0,8,256,Integrated,2.0,1,0,low,1080.0,Intel i3 11.0
54990.0,HP,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,10.0,1,1,low,1080.0,Intel i5 12.0
46199.0,HP,Performance,medium,1.0,medium,141,0,16,512,AMD,6.0,1,1,low,1080.0,AMD 5 5.0
56690.0,HP,Gaming,heavy,1.0,medium,137,0,8,512,NVIDIA,6.0,1,1,medium,1080.0,AMD 5 5.0
67536.0,HP,Gaming,heavy,1.0,medium,137,0,8,512,NVIDIA,8.0,1,1,high,1080.0,Intel i5 12.0
58990.0,Asus,Gaming,heavy,1.0,medium,141,0,8,512,NVIDIA,6.0,1,1,high,1080.0,Intel i5 11.0
45990.0,Dell,Everyday Use,lite,1.0,small,157,0,8,512,Integrated,4.0,1,0,medium,1920.0,Intel i5 11.0
52128.0,Acer,Everyday Use,medium,1.0,medium,141,0,8,512,NVIDIA,12.0,1,1,medium,1080.0,Intel i5 12.0
54990.0,MSI,Gaming,medium,2.0,medium,141,0,8,512,NVIDIA,8.0,1,1,medium,1080.0,Intel i7 11.0
103060.0,HP,Gaming,heavy,1.0,medium,141,0,16,512,NVIDIA,12.0,1,1,high,1080.0,Intel i5 13.0
136990.0,Apple,Performance,lite,1.0,small,227,0,8,512,Integrated,8.0,0,1,high,1600.0,Apple M2 2.0
118990.0,Apple,Performance,lite,1.0,small,227,0,8,256,Integrated,8.0,0,1,high,1600.0,Apple M2 2.0
58366.0,HP,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,10.0,1,0,medium,1080.0,Intel i5 12.0
74990.0,Asus,Performance,medium,1.0,medium,141,0,16,512,Integrated,12.0,1,1,medium,1080.0,Intel i5 12.0
74990.0,Asus,Performance,lite,1.0,small,243,0,16,512,Integrated,12.0,1,1,high,1800.0,Intel i5 12.0
56990.0,HP,Performance,lite,1.0,small,157,0,16,512,AMD,6.0,1,1,low,1080.0,AMD 5 5.0
16990.0,Avita,Performance,lite,1.0,medium,156,0,4,128,Integrated,2.0,1,0,low,1080.0,Intel N4020 3.0
62990.0,HP,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,12.0,1,1,low,1080.0,Intel i5 12.0
58990.0,Dell,Everyday Use,medium,1.0,large,142,0,16,512,AMD,6.0,1,1,medium,1200.0,AMD 5 5.0
51149.0,HP,Performance,lite,1.0,small,157,0,8,512,AMD,6.0,1,1,medium,1080.0,AMD 5 5.0
88990.0,Asus,Gaming,heavy,1.0,medium,141,0,16,1024,NVIDIA,8.0,1,1,high,1080.0,AMD 7 6.0
43700.0,HP,Everyday Use,medium,1.0,medium,141,0,8,512,AMD,6.0,1,0,low,1080.0,AMD 5 5.0
82990.0,Asus,Everyday Use,medium,1.0,medium,141,0,16,1024,NVIDIA,8.0,1,1,medium,1080.0,AMD 7 5.0
62790.0,Dell,Everyday Use,medium,1.0,medium,141,0,8,256,NVIDIA,4.0,1,0,medium,1080.0,Intel i5 11.0
45989.0,Xiaomi,Everyday Use,medium,1.0,medium,242,0,8,512,Integrated,4.0,1,1,low,2000.0,Intel i5 11.0
57990.0,HP,Gaming,medium,1.0,medium,141,0,8,512,NVIDIA,6.0,1,1,medium,1080.0,AMD 5 5.0
49999.0,Lenovo,Everyday Use,lite,1.0,small,169,1,8,512,Integrated,4.0,0,1,low,1080.0,Intel i5 11.0
32990.0,Vaio,Performance,medium,2.0,medium,141,0,8,512,AMD,4.0,1,1,low,1080.0,AMD 7 3.0
65999.0,Dell,Everyday Use,lite,1.0,small,112,0,8,512,Integrated,4.0,1,0,medium,768.0,Intel i5 10.0
109990.0,Apple,Performance,lite,1.0,small,227,0,8,512,Integrated,8.0,0,1,medium,1600.0,Apple M2 2.0
100990.0,MSI,Gaming,heavy,2.0,medium,141,0,32,512,NVIDIA,6.0,1,1,medium,1080.0,Intel i7 10.0
22990.0,Avita,Performance,lite,1.0,small,157,0,8,512,AMD,4.0,1,0,low,1080.0,AMD 5 3.0
72999.0,Apple,Business,lite,1.0,small,227,0,8,256,Integrated,4.0,0,1,medium,1600.0,Intel i3 10.0
201498.0,Apple,Business,heavy,1.0,large,226,0,32,2048,Integrated,8.0,0,1,very_high,1920.0,Intel i9 9.0
90464.0,HP,Performance,lite,3.0,small,157,0,8,512,Integrated,4.0,1,0,medium,1080.0,Intel i5 8.0
87990.0,Dell,Performance,lite,1.0,small,166,0,8,256,Integrated,4.0,1,0,medium,1080.0,Intel i7 8.0
84999.0,Dell,Gaming,heavy,1.0,medium,263,0,16,0,NVIDIA,6.0,1,1,high,2160.0,Intel i7 8.0
99990.0,Lenovo,Performance,lite,1.0,medium,250,0,16,1024,Integrated,14.0,1,1,very_high,1600.0,Intel i7 13.0
129990.0,Lenovo,Performance,lite,1.0,medium,250,0,16,1024,Integrated,14.0,1,1,very_high,1920.0,Intel i7 13.0
43890.0,HP,Performance,medium,1.0,medium,141,0,8,512,AMD,4.0,1,1,low,1080.0,AMD 3 7.0
49800.0,Dell,Everyday Use,medium,1.0,medium,141,0,16,512,AMD,6.0,1,1,low,1080.0,AMD 5 5.0
74999.0,Dell,Business,medium,1.0,medium,141,0,16,1024,Integrated,10.0,1,0,low,1080.0,Intel i5 13.0
42990.0,Acer,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,5.0,1,0,medium,1080.0,Intel i3 13.0
58990.0,Acer,Everyday Use,lite,1.0,small,157,0,16,512,AMD,6.0,1,1,medium,1080.0,AMD 5 7.0
415000.0,HP,Everyday Use,medium,1.0,large,188,1,16,1024,Integrated,10.0,0,0,very_high,2560.0,Intel i7 12.0
74990.0,Fujitsu,Everyday Use,lite,2.0,small,166,0,16,512,Integrated,10.0,1,1,medium,1080.0,Intel i5 13.0
89990.0,Fujitsu,Everyday Use,lite,2.0,small,166,0,16,1024,Integrated,10.0,1,1,medium,1080.0,Intel i7 13.0
71590.0,Asus,Everyday Use,medium,1.0,medium,141,0,16,1024,AMD,8.0,1,1,medium,1080.0,AMD 7 7.0
90440.0,Dell,Everyday Use,medium,1.0,small,162,1,8,512,AMD,6.0,1,1,medium,1200.0,AMD 5 7.0
44990.0,Asus,Performance,medium,1.0,medium,141,0,16,512,Integrated,6.0,1,1,low,1080.0,Intel i3 12.0
72990.0,Acer,Performance,lite,1.0,small,243,0,16,512,Integrated,12.0,1,1,high,1800.0,Intel i5 13.0
52850.0,Asus,Performance,medium,1.0,medium,141,0,16,512,Integrated,10.0,1,1,low,1080.0,Intel i5 12.0
73990.0,HP,Performance,medium,1.0,medium,141,0,16,1024,Integrated,10.0,1,1,low,1080.0,Intel i5 13.0
84990.0,Asus,Gaming,medium,1.0,medium,141,0,16,512,NVIDIA,8.0,1,1,medium,1080.0,AMD 7 6.0
65990.0,HP,Gaming,heavy,1.0,medium,141,0,8,512,NVIDIA,6.0,1,1,medium,1080.0,AMD 5 7.0
111490.0,Lenovo,Performance,lite,1.0,small,243,1,16,512,AMD,12.0,1,1,high,1800.0,Intel i7 13.0
89990.0,Lenovo,Performance,lite,1.0,small,162,1,16,512,Integrated,10.0,1,1,medium,1200.0,Intel i7 13.0
60490.0,Lenovo,Everyday Use,medium,1.0,medium,141,0,16,512,Integrated,4.0,1,1,low,1080.0,Intel i7 11.0
51990.0,HP,Everyday Use,medium,1.0,medium,100,0,8,512,Integrated,10.0,1,0,low,768.0,Intel i5 12.0
91999.0,Lenovo,Performance,medium,1.0,medium,141,0,16,512,Integrated,10.0,1,1,low,1080.0,Intel i5 12.0
66389.0,Lenovo,Everyday Use,lite,1.0,small,162,0,16,512,AMD,6.0,1,1,medium,1200.0,AMD 5 7.0
69990.0,Asus,Everyday Use,medium,1.0,medium,141,0,16,1024,NVIDIA,6.0,1,1,medium,1080.0,AMD 5 5.0
73990.0,Asus,Everyday Use,medium,1.0,medium,141,0,16,1024,NVIDIA,8.0,1,1,medium,1080.0,AMD 7 5.0
28490.0,HP,Everyday Use,medium,1.0,medium,100,0,8,512,AMD,2.0,1,0,low,768.0,AMD 3 3.0
76990.0,Lenovo,Everyday Use,medium,1.0,large,142,0,16,1024,Integrated,12.0,1,1,high,1200.0,Intel i5 13.0
69450.0,Lenovo,Performance,lite,1.0,small,162,0,16,512,Integrated,8.0,1,1,high,1200.0,Intel i5 13.0
88990.0,Asus,Performance,medium,1.0,large,142,0,16,1024,NVIDIA,10.0,1,1,medium,1200.0,Intel i7 12.0
42990.0,Lenovo,Performance,medium,1.0,medium,157,0,8,512,Integrated,6.0,1,0,medium,1080.0,Intel i3 12.0
84990.0,Gigabyte,Gaming,heavy,2.0,medium,141,0,8,512,NVIDIA,8.0,1,1,high,1080.0,Intel i5 12.0
43990.0,Lenovo,Business,medium,1.0,medium,141,0,8,512,AMD,4.0,1,0,medium,1080.0,AMD 5 7.0
63700.0,HP,Gaming,heavy,1.0,medium,141,0,8,512,NVIDIA,6.0,1,1,medium,1080.0,AMD 5 7.0
36990.0,Dell,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,2.0,1,0,low,1080.0,Intel i3 11.0
64990.0,Dell,Business,medium,1.0,medium,141,0,8,1024,Integrated,10.0,1,0,low,1080.0,Intel i5 13.0
90990.0,Asus,Gaming,heavy,1.0,medium,141,0,16,1024,NVIDIA,6.0,1,1,very_high,1080.0,Intel i7 12.0
78652.0,Lenovo,Performance,lite,1.0,small,157,0,16,512,Integrated,10.0,1,1,medium,1200.0,Intel i5 13.0
114990.0,Asus,Gaming,medium,1.0,large,283,0,16,512,NVIDIA,10.0,1,1,high,1200.0,Intel i7 12.0
64800.0,HP,Performance,medium,1.0,small,112,0,8,512,Integrated,10.0,1,1,low,768.0,Intel i5 12.0
27990.0,Lenovo,Performance,medium,1.0,medium,100,0,8,256,Integrated,2.0,1,0,low,768.0,Intel N4020 4.0
20990.0,Asus,Performance,medium,1.0,small,157,1,4,64,Integrated,2.0,0,0,medium,1080.0,Intel N4500 3.0
20990.0,Asus,Performance,medium,1.0,medium,141,0,8,64,Integrated,2.0,0,0,low,1080.0,Intel N4500 3.0
15990.0,Asus,Performance,medium,1.0,medium,141,0,4,64,Integrated,2.0,0,0,low,1080.0,Intel N4500 3.0
16990.0,Asus,Performance,medium,1.0,medium,141,0,4,128,Integrated,2.0,0,0,low,1080.0,Intel N4500 3.0
16990.0,Asus,Performance,lite,1.0,small,157,0,4,128,Integrated,2.0,0,0,medium,1080.0,Intel N4500 3.0
18990.0,Asus,Performance,lite,1.0,small,157,0,4,64,Integrated,2.0,0,0,medium,1080.0,Intel N4500 3.0
43990.0,Asus,Performance,medium,1.0,large,142,0,8,512,Integrated,6.0,1,1,low,1200.0,Intel i3 12.0
94990.0,Gigabyte,Gaming,heavy,2.0,medium,141,0,8,512,NVIDIA,12.0,1,1,medium,1080.0,Intel i5 12.0
130000.0,Gigabyte,Gaming,heavy,2.0,large,142,0,16,512,NVIDIA,10.0,1,1,medium,1200.0,Intel i7 13.0
33400.0,HP,Performance,medium,1.0,medium,141,0,8,256,AMD,6.0,1,1,low,1080.0,AMD 5 5.0
58990.0,Lenovo,Performance,lite,1.0,small,162,1,16,512,Integrated,6.0,1,1,medium,1200.0,Intel i3 13.0
69990.0,Lenovo,Everyday Use,lite,1.0,small,162,0,16,512,AMD,8.0,1,1,medium,1200.0,AMD 7 7.0
103000.0,Asus,Gaming,medium,1.0,large,283,0,16,512,NVIDIA,10.0,1,1,high,1200.0,Intel i7 12.0
86990.0,Fujitsu,Business,lite,2.0,small,162,0,16,512,Integrated,10.0,1,1,high,1200.0,Intel i5 13.0
63990.0,Lenovo,Everyday Use,lite,1.0,small,162,0,16,512,AMD,8.0,1,1,high,1200.0,AMD 7 7.0
96990.0,Lenovo,Performance,lite,1.0,small,170,0,16,512,Integrated,12.0,1,1,high,1200.0,Intel i7 13.0
51990.0,Lenovo,Everyday Use,medium,1.0,medium,157,0,16,512,AMD,4.0,1,0,medium,1080.0,AMD 5 7.0
48990.0,Lenovo,Everyday Use,medium,1.0,medium,157,0,8,512,AMD,4.0,1,0,medium,1080.0,AMD 5 7.0
62990.0,HP,Gaming,heavy,1.0,medium,141,0,8,512,NVIDIA,6.0,1,1,medium,1080.0,AMD 5 7.0
79990.0,Asus,Performance,medium,1.0,large,142,0,16,512,NVIDIA,8.0,1,1,medium,1200.0,Intel i5 12.0
79990.0,Asus,Performance,medium,1.0,large,142,0,16,512,NVIDIA,8.0,1,1,medium,1200.0,Intel i5 12.0
94990.0,Asus,Gaming,medium,1.0,large,283,0,16,512,NVIDIA,8.0,1,1,high,1200.0,Intel i5 12.0
63500.0,MSI,Gaming,medium,2.0,medium,141,0,16,512,NVIDIA,6.0,1,1,medium,1080.0,Intel i5 11.0
91990.0,MSI,Gaming,heavy,2.0,medium,141,0,16,512,NVIDIA,10.0,1,1,medium,1080.0,Intel i7 12.0
47750.0,Lenovo,Business,medium,1.0,medium,157,0,8,512,Integrated,6.0,1,1,low,1080.0,Intel i3 12.0
95790.0,Lenovo,Performance,lite,1.0,small,243,1,16,512,AMD,8.0,1,1,high,1800.0,AMD 7 7.0
79000.0,Lenovo,Business,medium,3.0,small,112,0,8,512,Integrated,4.0,1,1,medium,1080.0,Intel i5 11.0
72990.0,Asus,Everyday Use,medium,1.0,medium,141,0,16,512,NVIDIA,6.0,1,1,high,1080.0,AMD 5 5.0
41990.0,Acer,Performance,medium,1.0,small,112,0,8,512,AMD,6.0,1,0,medium,768.0,AMD 5 5.0
44990.0,Acer,Performance,medium,1.0,small,112,0,16,512,AMD,6.0,1,0,medium,768.0,AMD 5 5.0
40990.0,Asus,Performance,medium,1.0,medium,141,0,8,512,Integrated,6.0,1,1,medium,1080.0,Intel i3 12.0
38990.0,Asus,Performance,lite,1.0,small,141,0,8,512,AMD,4.0,1,1,medium,1080.0,AMD 3 7.0
44600.0,Lenovo,Business,medium,1.0,small,112,0,8,512,Integrated,4.0,1,0,low,768.0,Intel i5 11.0
190721.0,HP,Gaming,heavy,1.0,large,182,0,32,1024,NVIDIA,8.0,1,1,very_high,1440.0,AMD 9 7.0
54990.0,HP,Gaming,medium,1.0,medium,141,0,8,512,AMD,6.0,1,1,medium,1080.0,AMD 5 5.0
84490.0,Dell,Everyday Use,lite,1.0,small,141,0,16,1024,Integrated,10.0,1,1,medium,1080.0,Intel i7 13.0
38990.0,Dell,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,2.0,1,0,medium,1080.0,Intel i3 11.0
109990.0,Fujitsu,Business,lite,2.0,small,162,1,16,1024,Integrated,12.0,1,1,high,1200.0,Intel i7 13.0
61990.0,Asus,Gaming,heavy,1.0,medium,141,0,16,512,NVIDIA,6.0,1,1,medium,1080.0,Intel i5 11.0
57990.0,Asus,Gaming,heavy,1.0,medium,141,0,8,512,NVIDIA,6.0,1,1,medium,1080.0,Intel i5 11.0
64999.0,HP,Gaming,medium,1.0,medium,141,0,8,512,NVIDIA,6.0,1,1,medium,1080.0,AMD 5 7.0
52990.0,Lenovo,Performance,medium,1.0,medium,141,0,16,512,AMD,8.0,1,1,low,1080.0,AMD 7 5.0
176108.0,HP,Everyday Use,heavy,1.0,large,137,0,16,512,NVIDIA,16.0,1,1,very_high,1080.0,Intel i7 13.0
58850.0,Lenovo,Gaming,heavy,1.0,medium,141,0,8,512,NVIDIA,4.0,1,1,low,1080.0,Intel i5 11.0
60990.0,Asus,Everyday Use,medium,1.0,medium,141,0,16,512,NVIDIA,6.0,1,1,medium,1080.0,AMD 5 5.0
49990.0,MSI,Performance,lite,1.0,small,157,0,16,512,Integrated,10.0,1,1,medium,1080.0,Intel i7 12.0
38990.0,Asus,Performance,lite,1.0,small,141,0,8,512,AMD,4.0,1,1,medium,1080.0,AMD 3 7.0
249990.0,MSI,Performance,medium,2.0,large,283,0,32,1024,NVIDIA,14.0,1,1,very_high,2400.0,Intel i9 13.0
44990.0,Acer,Performance,lite,1.0,small,157,0,8,512,Integrated,8.0,1,0,low,1200.0,Intel N305 3.0
39990.0,Lenovo,Performance,medium,1.0,medium,141,0,8,512,Integrated,2.0,1,0,low,1080.0,Intel i3 11.0
68990.0,Lenovo,Performance,medium,2.0,small,142,0,16,512,Integrated,8.0,1,1,high,1200.0,Intel i5 13.0
87490.0,Lenovo,Performance,lite,1.0,small,162,0,16,512,Integrated,10.0,1,1,high,1200.0,Intel i7 13.0
39399.0,Dell,Everyday Use,medium,1.0,medium,141,0,8,512,Integrated,2.0,1,0,low,1080.0,Intel i3 11.0
45990.0,Dell,Everyday Use,medium,1.0,medium,141,0,8,1024,Integrated,5.0,1,0,low,1080.0,Intel i3 13.0
49490.0,Dell,Everyday Use,medium,1.0,medium,147,0,8,1024,AMD,4.0,1,0,low,1080.0,AMD 5 7.0
35990.0,Dell,Everyday Use,medium,1.0,medium,141,0,8,512,AMD,4.0,1,1,low,1080.0,AMD 3 5.0
98990.0,Dell,Everyday Use,lite,1.0,small,227,0,16,1024,Integrated,12.0,1,1,high,1600.0,Intel i7 13.0
86990.0,Dell,Everyday Use,lite,1.0,small,227,0,16,1024,Integrated,12.0,1,1,medium,1600.0,Intel i5 13.0
84990.0,Dell,Everyday Use,lite,1.0,small,162,1,16,1024,Integrated,10.0,1,1,medium,1200.0,Intel i5 13.0
65290.0,HP,Gaming,heavy,1.0,medium,141,0,16,512,NVIDIA,6.0,1,1,high,1080.0,AMD 5 5.0
82990.0,Lenovo,Performance,lite,1.0,small,170,0,16,512,Integrated,12.0,1,1,high,1200.0,Intel i5 13.0
